Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	3	600	2	2	1	8839	285523	0.658940	TS	H-method	0	Moore_R600.fsm
0	3	600	2	2	1	7366	305236	0.766009	TS	SPY-method	1	Moore_R600.fsm
0	3	600	2	2	1	4803	172591	1.841222	TS	SPYH-method	2	Moore_R600.fsm
0	3	600	2	2	1	6164	224782	6.833112	TS	S-method	3	Moore_R600.fsm
0	3	600	2	2	2	14378	495802	1.141763	TS	H-method	0	Moore_R600.fsm
0	3	600	2	2	2	14100	589126	0.987156	TS	SPY-method	1	Moore_R600.fsm
0	3	600	2	2	2	7567	296421	5.560190	TS	SPYH-method	2	Moore_R600.fsm
0	3	600	2	2	2	10209	389115	14.174495	TS	S-method	3	Moore_R600.fsm
0	3	600	2	2	0	12671	428841	1.210803	TS	H-method	0	Moore_R600_hefpO.fsm
0	3	600	2	2	0	9723	496923	2.051362	TS	SPY-method	1	Moore_R600_hefpO.fsm
0	3	600	2	2	0	7113	278873	3.123573	TS	SPYH-method	2	Moore_R600_hefpO.fsm
0	3	600	2	2	0	10142	418852	18.125647	TS	S-method	3	Moore_R600_hefpO.fsm
0	3	600	2	2	1	20727	728865	2.583252	TS	H-method	0	Moore_R600_hefpO.fsm
0	3	600	2	2	1	18432	867354	2.315571	TS	SPY-method	1	Moore_R600_hefpO.fsm
0	3	600	2	2	1	10155	420371	9.936097	TS	SPYH-method	2	Moore_R600_hefpO.fsm
0	3	600	2	2	1	16850	725746	35.089656	TS	S-method	3	Moore_R600_hefpO.fsm
0	3	600	2	2	2	34728	1290856	5.237700	TS	H-method	0	Moore_R600_hefpO.fsm
0	3	600	2	2	2	35153	1637561	3.040534	TS	SPY-method	1	Moore_R600_hefpO.fsm
0	3	600	2	2	2	15438	674384	31.822943	TS	SPYH-method	2	Moore_R600_hefpO.fsm
