Correct	#Resets	#OQs	#EQs	#symbols	#BBresets	#BBsymbols	seconds	Algorithm	CEprocessing	Teacher	BB	fileName
1	33	33	3	104	0	0	0.005503	L*	addSuffixToE_binarySearch	TeacherRL		Moore_R4_ADS.fsm
1	29	29	3	103	0	0	0.002001	DT		TeacherRL		Moore_R4_ADS.fsm
1	40	40	1	134	0	0	0.004003	OP	AllGlobally	TeacherRL		Moore_R4_ADS.fsm
1	40	40	1	134	0	0	0.003502	OP	OneGlobally	TeacherRL		Moore_R4_ADS.fsm
1	39	39	1	132	0	0	0.003502	OP	OneLocally	TeacherRL		Moore_R4_ADS.fsm
1	23	23	3	74	0	0	0.002001	TTT		TeacherRL		Moore_R4_ADS.fsm
1	19	55	1	77	0	0	0.002001	Quotient		TeacherRL		Moore_R4_ADS.fsm
1	37	37	1	150	0	0	0.003002	GoodSplit	maxDistLen:2+EQ	TeacherRL		Moore_R4_ADS.fsm
1	15	29	1	64	0	0	0.006004	OTree	ExtraStates:1+EQ	TeacherRL		Moore_R4_ADS.fsm
1	43	27	2	71	43	141	0.016511	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	53	29	3	70	53	139	0.018512	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	51	27	3	73	51	146	0.021014	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	55	31	3	70	55	139	0.019012	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	57	33	3	70	57	139	0.021013	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	53	29	3	69	53	121	0.016511	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	51	40	1	68	51	167	0.016011	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	51	40	1	68	51	167	0.013009	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	50	39	1	68	50	167	0.013009	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	47	23	3	69	47	124	0.018512	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	30	19	1	71	30	141	0.011007	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	48	37	1	79	48	236	0.014009	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	26	29	1	71	26	152	0.016011	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_ADS.fsm
1	39	39	3	155	0	0	0.008506	L*	addAllPrefixesToS	TeacherDFSM		Moore_R4_HS.fsm
1	29	29	3	80	0	0	0.004503	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Moore_R4_HS.fsm
1	27	27	3	75	0	0	0.004503	L*	addSuffix1by1ToE	TeacherDFSM		Moore_R4_HS.fsm
1	31	31	3	83	0	0	0.005004	L*	addSuffixAfterLastStateToE	TeacherDFSM		Moore_R4_HS.fsm
1	32	32	3	86	0	0	0.004503	L*	addSuffixToE_binarySearch	TeacherDFSM		Moore_R4_HS.fsm
1	27	27	3	83	0	0	0.002001	DT		TeacherDFSM		Moore_R4_HS.fsm
1	42	42	1	119	0	0	0.004003	OP	AllGlobally	TeacherDFSM		Moore_R4_HS.fsm
1	42	42	1	119	0	0	0.004503	OP	OneGlobally	TeacherDFSM		Moore_R4_HS.fsm
1	41	41	1	117	0	0	0.003502	OP	OneLocally	TeacherDFSM		Moore_R4_HS.fsm
1	22	22	3	59	0	0	0.002501	TTT		TeacherDFSM		Moore_R4_HS.fsm
1	19	19	1	69	0	0	0.002501	Quotient		TeacherDFSM		Moore_R4_HS.fsm
1	37	37	1	135	0	0	0.004503	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Moore_R4_HS.fsm
1	13	28	1	51	0	0	0.006504	OTree	ExtraStates:1+EQ	TeacherDFSM		Moore_R4_HS.fsm
1	39	39	3	155	0	0	0.011008	L*	addAllPrefixesToS	TeacherRL		Moore_R4_HS.fsm
1	29	29	3	80	0	0	0.007004	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Moore_R4_HS.fsm
1	27	27	3	75	0	0	0.009505	L*	addSuffix1by1ToE	TeacherRL		Moore_R4_HS.fsm
1	31	31	3	83	0	0	0.009506	L*	addSuffixAfterLastStateToE	TeacherRL		Moore_R4_HS.fsm
1	32	32	3	86	0	0	0.007005	L*	addSuffixToE_binarySearch	TeacherRL		Moore_R4_HS.fsm
1	27	27	3	83	0	0	0.002502	DT		TeacherRL		Moore_R4_HS.fsm
1	42	42	1	119	0	0	0.006005	OP	AllGlobally	TeacherRL		Moore_R4_HS.fsm
1	42	42	1	119	0	0	0.005503	OP	OneGlobally	TeacherRL		Moore_R4_HS.fsm
1	41	41	1	117	0	0	0.005505	OP	OneLocally	TeacherRL		Moore_R4_HS.fsm
1	22	22	3	59	0	0	0.005004	TTT		TeacherRL		Moore_R4_HS.fsm
1	19	55	1	69	0	0	0.003458	Quotient		TeacherRL		Moore_R4_HS.fsm
1	37	37	1	136	0	0	0.005507	GoodSplit	maxDistLen:2+EQ	TeacherRL		Moore_R4_HS.fsm
1	13	28	1	51	0	0	0.006004	OTree	ExtraStates:1+EQ	TeacherRL		Moore_R4_HS.fsm
1	78	51	3	93	78	215	0.038024	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	65	38	3	78	65	173	0.023016	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	63	36	3	78	63	173	0.023015	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	58	31	3	76	58	160	0.023020	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	60	33	3	76	60	160	0.022516	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	57	30	3	67	57	126	0.018012	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	58	42	1	66	58	164	0.013509	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	58	42	1	66	58	164	0.015010	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	57	41	1	66	57	164	0.015510	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	52	25	3	71	52	140	0.019012	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	35	19	1	69	35	136	0.011508	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	52	36	1	76	52	227	0.017512	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	29	28	1	71	29	150	0.018512	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_HS.fsm
1	39	39	3	168	0	0	0.008005	L*	addAllPrefixesToS	TeacherDFSM		Moore_R4_PDS.fsm
1	29	29	3	80	0	0	0.004503	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Moore_R4_PDS.fsm
1	27	27	3	75	0	0	0.005502	L*	addSuffix1by1ToE	TeacherDFSM		Moore_R4_PDS.fsm
1	31	31	3	82	0	0	0.005004	L*	addSuffixAfterLastStateToE	TeacherDFSM		Moore_R4_PDS.fsm
1	32	32	3	85	0	0	0.005504	L*	addSuffixToE_binarySearch	TeacherDFSM		Moore_R4_PDS.fsm
1	31	31	3	100	0	0	0.002502	DT		TeacherDFSM		Moore_R4_PDS.fsm
1	45	45	1	130	0	0	0.003502	OP	AllGlobally	TeacherDFSM		Moore_R4_PDS.fsm
1	45	45	1	130	0	0	0.003503	OP	OneGlobally	TeacherDFSM		Moore_R4_PDS.fsm
1	44	44	1	128	0	0	0.003502	OP	OneLocally	TeacherDFSM		Moore_R4_PDS.fsm
1	24	24	3	66	0	0	0.003002	TTT		TeacherDFSM		Moore_R4_PDS.fsm
1	19	19	1	69	0	0	0.002502	Quotient		TeacherDFSM		Moore_R4_PDS.fsm
1	36	36	1	144	0	0	0.005004	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Moore_R4_PDS.fsm
1	14	28	1	57	0	0	0.006504	OTree	ExtraStates:1+EQ	TeacherDFSM		Moore_R4_PDS.fsm
1	39	39	3	168	0	0	0.012008	L*	addAllPrefixesToS	TeacherRL		Moore_R4_PDS.fsm
1	29	29	3	80	0	0	0.006004	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Moore_R4_PDS.fsm
1	27	27	3	75	0	0	0.007505	L*	addSuffix1by1ToE	TeacherRL		Moore_R4_PDS.fsm
1	31	31	3	82	0	0	0.008506	L*	addSuffixAfterLastStateToE	TeacherRL		Moore_R4_PDS.fsm
1	32	32	3	85	0	0	0.009006	L*	addSuffixToE_binarySearch	TeacherRL		Moore_R4_PDS.fsm
1	31	31	3	100	0	0	0.004509	DT		TeacherRL		Moore_R4_PDS.fsm
1	45	45	1	130	0	0	0.005503	OP	AllGlobally	TeacherRL		Moore_R4_PDS.fsm
1	45	45	1	130	0	0	0.005998	OP	OneGlobally	TeacherRL		Moore_R4_PDS.fsm
1	44	44	1	128	0	0	0.005504	OP	OneLocally	TeacherRL		Moore_R4_PDS.fsm
1	24	24	3	66	0	0	0.007005	TTT		TeacherRL		Moore_R4_PDS.fsm
1	19	55	1	69	0	0	0.003503	Quotient		TeacherRL		Moore_R4_PDS.fsm
1	36	36	1	148	0	0	0.005504	GoodSplit	maxDistLen:2+EQ	TeacherRL		Moore_R4_PDS.fsm
1	14	28	1	57	0	0	0.007505	OTree	ExtraStates:1+EQ	TeacherRL		Moore_R4_PDS.fsm
1	79	51	3	93	79	215	0.043530	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	75	47	3	69	75	155	0.022515	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	55	27	3	63	55	131	0.022514	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	59	31	3	69	59	155	0.022516	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	60	32	3	69	60	155	0.024017	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	59	31	3	63	59	104	0.018511	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	61	45	1	63	61	151	0.014009	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	61	45	1	63	61	151	0.013509	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	60	44	1	63	60	151	0.012508	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	52	24	3	67	52	132	0.019513	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	35	19	1	63	35	120	0.011008	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	53	37	1	77	53	229	0.016011	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	30	28	1	70	30	141	0.016011	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_PDS.fsm
1	33	33	2	138	0	0	0.005503	L*	addAllPrefixesToS	TeacherDFSM		Moore_R4_SCSet.fsm
1	28	28	2	87	0	0	0.004002	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Moore_R4_SCSet.fsm
1	27	27	3	84	0	0	0.005504	L*	addSuffix1by1ToE	TeacherDFSM		Moore_R4_SCSet.fsm
1	29	29	2	89	0	0	0.005504	L*	addSuffixAfterLastStateToE	TeacherDFSM		Moore_R4_SCSet.fsm
1	29	29	2	89	0	0	0.005004	L*	addSuffixToE_binarySearch	TeacherDFSM		Moore_R4_SCSet.fsm
1	32	32	3	108	0	0	0.002501	DT		TeacherDFSM		Moore_R4_SCSet.fsm
1	68	68	2	246	0	0	0.007005	OP	AllGlobally	TeacherDFSM		Moore_R4_SCSet.fsm
1	52	52	2	167	0	0	0.005504	OP	OneGlobally	TeacherDFSM		Moore_R4_SCSet.fsm
1	47	47	2	146	0	0	0.005003	OP	OneLocally	TeacherDFSM		Moore_R4_SCSet.fsm
1	25	25	2	76	0	0	0.004502	TTT		TeacherDFSM		Moore_R4_SCSet.fsm
1	22	22	2	90	0	0	0.004003	Quotient		TeacherDFSM		Moore_R4_SCSet.fsm
1	37	37	1	150	0	0	0.005504	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Moore_R4_SCSet.fsm
1	16	33	1	65	0	0	0.009006	OTree	ExtraStates:1+EQ	TeacherDFSM		Moore_R4_SCSet.fsm
1	33	33	2	138	0	0	0.008506	L*	addAllPrefixesToS	TeacherRL		Moore_R4_SCSet.fsm
1	28	28	2	87	0	0	0.005504	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Moore_R4_SCSet.fsm
1	27	27	3	84	0	0	0.007505	L*	addSuffix1by1ToE	TeacherRL		Moore_R4_SCSet.fsm
1	29	29	2	89	0	0	0.008505	L*	addSuffixAfterLastStateToE	TeacherRL		Moore_R4_SCSet.fsm
1	29	29	2	89	0	0	0.009006	L*	addSuffixToE_binarySearch	TeacherRL		Moore_R4_SCSet.fsm
1	32	32	3	108	0	0	0.004003	DT		TeacherRL		Moore_R4_SCSet.fsm
1	68	68	2	246	0	0	0.010007	OP	AllGlobally	TeacherRL		Moore_R4_SCSet.fsm
1	52	52	2	167	0	0	0.010007	OP	OneGlobally	TeacherRL		Moore_R4_SCSet.fsm
1	47	47	2	146	0	0	0.010007	OP	OneLocally	TeacherRL		Moore_R4_SCSet.fsm
1	25	25	2	76	0	0	0.009508	TTT		TeacherRL		Moore_R4_SCSet.fsm
1	22	68	2	90	0	0	0.008506	Quotient		TeacherRL		Moore_R4_SCSet.fsm
1	36	36	1	145	0	0	0.008504	GoodSplit	maxDistLen:2+EQ	TeacherRL		Moore_R4_SCSet.fsm
1	16	33	1	65	0	0	0.010007	OTree	ExtraStates:1+EQ	TeacherRL		Moore_R4_SCSet.fsm
1	49	27	2	98	49	173	0.031521	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	75	47	3	109	75	209	0.027018	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	55	27	3	91	55	168	0.026517	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	59	31	3	105	59	193	0.023015	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	61	33	3	105	61	193	0.024017	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	59	31	3	93	59	152	0.019012	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	153	131	2	155	153	274	0.033522	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	74	52	2	123	74	227	0.028518	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	69	47	2	107	69	203	0.025517	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	54	26	3	97	54	167	0.022015	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	44	22	2	95	44	165	0.020014	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	52	36	1	95	52	232	0.016511	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	32	33	1	87	32	168	0.020514	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SCSet.fsm
1	33	33	3	138	0	0	0.007505	L*	addAllPrefixesToS	TeacherDFSM		Moore_R4_SS.fsm
1	28	28	2	87	0	0	0.004003	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Moore_R4_SS.fsm
1	27	27	2	84	0	0	0.004003	L*	addSuffix1by1ToE	TeacherDFSM		Moore_R4_SS.fsm
1	29	29	2	89	0	0	0.005003	L*	addSuffixAfterLastStateToE	TeacherDFSM		Moore_R4_SS.fsm
1	29	29	2	89	0	0	0.004003	L*	addSuffixToE_binarySearch	TeacherDFSM		Moore_R4_SS.fsm
1	28	28	3	94	0	0	0.002001	DT		TeacherDFSM		Moore_R4_SS.fsm
1	68	68	2	252	0	0	0.006004	OP	AllGlobally	TeacherDFSM		Moore_R4_SS.fsm
1	52	52	2	171	0	0	0.006504	OP	OneGlobally	TeacherDFSM		Moore_R4_SS.fsm
1	48	48	2	154	0	0	0.005003	OP	OneLocally	TeacherDFSM		Moore_R4_SS.fsm
1	20	20	2	60	0	0	0.002501	TTT		TeacherDFSM		Moore_R4_SS.fsm
1	20	20	2	82	0	0	0.003002	Quotient		TeacherDFSM		Moore_R4_SS.fsm
1	32	32	1	124	0	0	0.004503	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Moore_R4_SS.fsm
1	16	37	2	70	0	0	0.009508	OTree	ExtraStates:1+EQ	TeacherDFSM		Moore_R4_SS.fsm
1	33	33	3	138	0	0	0.007503	L*	addAllPrefixesToS	TeacherRL		Moore_R4_SS.fsm
1	28	28	2	87	0	0	0.004003	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Moore_R4_SS.fsm
1	27	27	2	84	0	0	0.004003	L*	addSuffix1by1ToE	TeacherRL		Moore_R4_SS.fsm
1	29	29	2	89	0	0	0.005004	L*	addSuffixAfterLastStateToE	TeacherRL		Moore_R4_SS.fsm
1	29	29	2	89	0	0	0.005003	L*	addSuffixToE_binarySearch	TeacherRL		Moore_R4_SS.fsm
1	28	28	3	94	0	0	0.002001	DT		TeacherRL		Moore_R4_SS.fsm
1	68	68	2	252	0	0	0.008505	OP	AllGlobally	TeacherRL		Moore_R4_SS.fsm
1	52	52	2	171	0	0	0.007505	OP	OneGlobally	TeacherRL		Moore_R4_SS.fsm
1	48	48	2	154	0	0	0.007505	OP	OneLocally	TeacherRL		Moore_R4_SS.fsm
1	20	20	2	60	0	0	0.003001	TTT		TeacherRL		Moore_R4_SS.fsm
1	20	66	2	82	0	0	0.004503	Quotient		TeacherRL		Moore_R4_SS.fsm
1	36	36	1	142	0	0	0.006004	GoodSplit	maxDistLen:2+EQ	TeacherRL		Moore_R4_SS.fsm
1	16	37	2	70	0	0	0.009006	OTree	ExtraStates:1+EQ	TeacherRL		Moore_R4_SS.fsm
1	71	51	2	107	71	245	0.043029	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	66	46	2	98	66	198	0.019513	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	47	27	2	78	47	151	0.015510	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	49	29	2	96	49	182	0.019514	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	50	30	2	96	50	182	0.019512	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	55	28	3	77	55	125	0.016511	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	169	149	2	173	169	284	0.043028	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	72	52	2	121	72	204	0.028019	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	68	48	2	105	68	182	0.037024	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	41	21	2	86	41	148	0.016013	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	40	20	2	79	40	133	0.037024	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	45	32	1	82	45	198	0.026517	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	36	37	2	81	36	174	0.026017	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R4_SS.fsm
1	76	76	4	368	0	0	0.021014	L*	addAllPrefixesToS	TeacherDFSM		Moore_R5_SVS.fsm
1	47	47	4	152	0	0	0.008006	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Moore_R5_SVS.fsm
1	44	44	4	143	0	0	0.009506	L*	addSuffix1by1ToE	TeacherDFSM		Moore_R5_SVS.fsm
1	50	50	4	158	0	0	0.008506	L*	addSuffixAfterLastStateToE	TeacherDFSM		Moore_R5_SVS.fsm
1	52	52	4	165	0	0	0.009506	L*	addSuffixToE_binarySearch	TeacherDFSM		Moore_R5_SVS.fsm
1	50	50	4	183	0	0	0.003502	DT		TeacherDFSM		Moore_R5_SVS.fsm
1	104	104	2	433	0	0	0.011007	OP	AllGlobally	TeacherDFSM		Moore_R5_SVS.fsm
1	73	73	2	255	0	0	0.007005	OP	OneGlobally	TeacherDFSM		Moore_R5_SVS.fsm
1	65	65	2	219	0	0	0.006504	OP	OneLocally	TeacherDFSM		Moore_R5_SVS.fsm
1	37	37	4	117	0	0	0.004503	TTT		TeacherDFSM		Moore_R5_SVS.fsm
1	28	28	2	119	0	0	0.004003	Quotient		TeacherDFSM		Moore_R5_SVS.fsm
1	43	43	1	167	0	0	0.006505	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Moore_R5_SVS.fsm
1	23	41	1	103	0	0	0.016010	OTree	ExtraStates:1+EQ	TeacherDFSM		Moore_R5_SVS.fsm
1	76	76	4	368	0	0	0.031522	L*	addAllPrefixesToS	TeacherRL		Moore_R5_SVS.fsm
1	47	47	4	152	0	0	0.011507	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Moore_R5_SVS.fsm
1	44	44	4	143	0	0	0.014009	L*	addSuffix1by1ToE	TeacherRL		Moore_R5_SVS.fsm
1	50	50	4	158	0	0	0.017011	L*	addSuffixAfterLastStateToE	TeacherRL		Moore_R5_SVS.fsm
1	52	52	4	165	0	0	0.017511	L*	addSuffixToE_binarySearch	TeacherRL		Moore_R5_SVS.fsm
1	50	50	4	183	0	0	0.004004	DT		TeacherRL		Moore_R5_SVS.fsm
1	104	104	2	433	0	0	0.017511	OP	AllGlobally	TeacherRL		Moore_R5_SVS.fsm
1	73	73	2	255	0	0	0.016009	OP	OneGlobally	TeacherRL		Moore_R5_SVS.fsm
1	65	65	2	219	0	0	0.017512	OP	OneLocally	TeacherRL		Moore_R5_SVS.fsm
1	37	37	4	117	0	0	0.016010	TTT		TeacherRL		Moore_R5_SVS.fsm
1	28	84	2	119	0	0	0.011509	Quotient		TeacherRL		Moore_R5_SVS.fsm
1	44	44	1	177	0	0	0.016010	GoodSplit	maxDistLen:2+EQ	TeacherRL		Moore_R5_SVS.fsm
1	23	41	1	103	0	0	0.017511	OTree	ExtraStates:1+EQ	TeacherRL		Moore_R5_SVS.fsm
1	137	100	4	151	137	415	0.091061	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	117	80	4	103	117	265	0.035026	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	81	44	4	93	81	221	0.032527	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	87	50	4	103	87	265	0.038029	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	90	53	4	93	90	222	0.033529	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	88	51	4	93	88	174	0.027022	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	175	148	2	129	175	280	0.033522	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	100	73	2	90	100	235	0.029018	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	92	65	2	88	92	222	0.031020	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	78	43	4	89	78	229	0.029020	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	55	28	2	91	55	184	0.026016	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	66	44	1	101	66	294	0.027019	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
1	45	41	1	95	45	229	0.030519	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Moore_R5_SVS.fsm
