FSMtype	States	Inputs	Outputs	Reduced	StronglyConnected	AccessSmax	AccessSmean	AccessSmedian	AccessSvariance	SepSmax	SepSmean	SepSmedian	SepSvariance	noSVS	SVSmax	SVSmean	SVSmedian	SVSvariance	ADSmax	ADSmean	ADSmedian	ADSvariance
3	100	2	2	1	1	9	5.340000	5.000000	3.104400	3	1.157374	2.000000	0.152001	13	7	5.482759	5.000000	0.479588	-1	-1	-1	-1	Moore_R100_rdiH8.fsm
3	100	2	2	1	1	10	5.630000	4.500000	3.993100	3	1.141818	1.000000	0.143524	12	7	5.386364	6.000000	0.305269	-1	-1	-1	-1	Moore_R100_REkpK.fsm
3	100	2	2	1	1	10	5.470000	5.500000	3.789100	3	1.127879	1.000000	0.127687	6	7	5.457447	6.000000	0.290742	-1	-1	-1	-1	Moore_R100_s1efI.fsm
3	100	2	2	1	1	12	5.940000	7.500000	5.356400	4	1.127879	1.000000	0.126879	12	7	5.454545	5.000000	0.316116	-1	-1	-1	-1	Moore_R100_SXw4X.fsm
3	100	2	2	1	1	10	5.500000	8.000000	3.690000	3	1.130505	1.000000	0.130443	12	7	5.431818	5.000000	0.358988	-1	-1	-1	-1	Moore_R100_TBjFv.fsm
3	100	2	2	1	1	12	6.060000	5.500000	5.056400	3	1.128687	1.000000	0.124652	13	7	5.448276	5.000000	0.385256	-1	-1	-1	-1	Moore_R100_TEI2R.fsm
3	100	2	2	1	1	12	6.090000	5.000000	4.861900	3	1.129091	1.000000	0.127780	10	7	5.344444	5.000000	0.359136	-1	-1	-1	-1	Moore_R100_TpSVj.fsm
3	100	2	2	1	1	12	6.810000	9.500000	5.773900	3	1.130505	1.000000	0.129231	16	7	5.404762	5.000000	0.288549	-1	-1	-1	-1	Moore_R100_U5V9D.fsm
3	100	2	2	1	1	12	6.520000	8.500000	5.449600	3	1.132929	1.000000	0.130613	13	7	5.425287	6.000000	0.497292	-1	-1	-1	-1	Moore_R100_uaixp.fsm
3	100	2	2	1	1	13	6.310000	5.500000	5.933900	3	1.124444	1.000000	0.121887	17	7	5.421687	5.000000	0.316156	-1	-1	-1	-1	Moore_R100_Uc05K.fsm
3	100	2	2	1	1	11	5.710000	4.500000	4.745900	3	1.130101	1.000000	0.126508	17	6	5.373494	5.000000	0.282189	-1	-1	-1	-1	Moore_R100_uD7PT.fsm
3	100	2	2	1	1	15	6.810000	4.500000	9.333900	3	1.130707	1.000000	0.125744	7	7	5.462366	6.000000	0.356111	-1	-1	-1	-1	Moore_R100_UK6S5.fsm
3	100	2	2	1	1	10	5.620000	6.500000	3.875600	4	1.147677	1.000000	0.153747	13	7	5.563218	7.000000	0.567843	-1	-1	-1	-1	Moore_R100_ULhmA.fsm
3	100	2	2	1	1	10	5.530000	5.500000	3.709100	3	1.154949	3.000000	0.155183	6	7	5.521277	5.000000	0.441037	-1	-1	-1	-1	Moore_R100_umNC1.fsm
3	100	2	2	1	1	12	5.750000	5.500000	4.667500	4	1.132727	1.000000	0.132080	13	7	5.517241	5.000000	0.387634	-1	-1	-1	-1	Moore_R100_vBInd.fsm
3	100	2	2	1	1	10	5.430000	7.500000	3.565100	3	1.129899	1.000000	0.127975	13	7	5.425287	6.000000	0.290395	-1	-1	-1	-1	Moore_R100_vclHj.fsm
3	100	2	2	1	1	10	5.430000	4.500000	3.805100	3	1.132121	1.000000	0.127999	10	7	5.388889	5.000000	0.304321	-1	-1	-1	-1	Moore_R100_Vjasg.fsm
3	100	2	2	1	1	10	5.830000	7.500000	4.361100	3	1.129899	2.000000	0.128783	3	7	5.443299	6.000000	0.432352	-1	-1	-1	-1	Moore_R100_Vs5TK.fsm
3	100	2	2	1	1	10	5.370000	6.500000	3.273100	3	1.175758	2.000000	0.179614	16	7	5.309524	6.000000	0.594671	-1	-1	-1	-1	Moore_R100_wHnX7.fsm
3	100	2	2	1	1	11	5.770000	6.000000	4.677100	4	1.130505	1.000000	0.128019	9	7	5.538462	5.000000	0.336433	-1	-1	-1	-1	Moore_R100_WWtv7.fsm
3	100	2	2	1	1	11	6.010000	6.500000	5.369900	3	1.134141	2.000000	0.131501	14	7	5.465116	4.500000	0.318551	-1	-1	-1	-1	Moore_R100_WxHsE.fsm
3	100	2	2	1	1	9	5.640000	5.000000	3.870400	4	1.141212	1.000000	0.146322	11	7	5.404494	5.000000	0.285822	-1	-1	-1	-1	Moore_R100_xcT4l.fsm
3	100	2	2	1	1	10	5.410000	6.500000	3.741900	4	1.212323	2.000000	0.214111	18	8	5.500000	6.000000	0.884146	-1	-1	-1	-1	Moore_R100_xhJIs.fsm
3	100	2	2	1	1	9	5.600000	7.500000	3.760000	3	1.145051	2.000000	0.146637	12	7	5.500000	6.500000	0.431818	-1	-1	-1	-1	Moore_R100_XNqrf.fsm
3	100	2	2	1	1	10	5.410000	3.500000	3.561900	4	1.134545	1.000000	0.135837	14	8	5.488372	5.500000	0.459167	-1	-1	-1	-1	Moore_R100_xUucB.fsm
3	100	2	2	1	1	10	5.260000	6.500000	3.412400	4	1.134949	1.000000	0.136132	14	7	5.441860	5.500000	0.339643	-1	-1	-1	-1	Moore_R100_YaCPZ.fsm
3	100	2	2	1	1	9	5.520000	6.000000	3.289600	3	1.142828	1.000000	0.144651	15	7	5.447059	6.000000	0.435433	-1	-1	-1	-1	Moore_R100_YCbub.fsm
3	100	2	2	1	1	14	7.810000	9.500000	6.353900	4	1.158990	2.000000	0.157955	10	8	5.466667	5.500000	0.604444	-1	-1	-1	-1	Moore_R100_yI5Te.fsm
3	100	2	2	1	1	10	5.490000	5.500000	3.829900	4	1.139192	2.000000	0.139211	11	7	5.382022	6.000000	0.303497	-1	-1	-1	-1	Moore_R100_ywncD.fsm
3	100	2	2	1	1	12	5.740000	4.500000	5.212400	4	1.161212	1.000000	0.160273	11	7	5.404494	5.000000	0.263351	-1	-1	-1	-1	Moore_R100_zmjpO.fsm
3	100	2	2	1	1	11	5.610000	6.000000	4.017900	3	1.125253	1.000000	0.122090	7	7	5.602151	6.000000	0.433114	-1	-1	-1	-1	Moore_R100_zOiOV.fsm
3	10	2	2	1	1	6	3.000000	4.500000	3.600000	3	1.155556	1.000000	0.175802	3	4	3.142857	4.000000	0.122449	-1	-1	-1	-1	Moore_R10_0RvJA.fsm
3	10	2	2	1	1	6	3.200000	3.500000	2.960000	2	1.044444	1.000000	0.042469	0	4	3.100000	3.000000	0.090000	4	3.400000	3.000000	0.240000	Moore_R10_1NlrA.fsm
3	10	2	2	1	1	4	2.100000	3.000000	1.290000	2	1.066667	1.000000	0.062222	1	3	3.000000	3.000000	0.000000	-1	-1	-1	-1	Moore_R10_1w2H1.fsm
3	10	2	2	1	1	9	4.500000	4.500000	8.250000	2	1.111111	1.000000	0.098765	1	4	2.888889	3.000000	0.320988	-1	-1	-1	-1	Moore_R10_2mGcP.fsm
3	10	2	2	1	1	6	3.300000	3.500000	3.210000	3	1.177778	1.000000	0.190617	1	4	3.333333	4.000000	0.444444	-1	-1	-1	-1	Moore_R10_3CSzK.fsm
3	10	2	2	1	1	4	2.200000	2.500000	1.560000	3	1.177778	1.000000	0.190617	1	5	3.666667	2.000000	0.888889	-1	-1	-1	-1	Moore_R10_3O16l.fsm
3	10	2	2	1	1	4	2.200000	4.000000	1.560000	2	1.044444	1.000000	0.042469	1	4	3.111111	3.000000	0.098765	-1	-1	-1	-1	Moore_R10_46AXh.fsm
3	10	2	2	1	1	6	3.000000	4.500000	3.000000	2	1.044444	1.000000	0.042469	1	3	3.000000	3.000000	0.000000	-1	-1	-1	-1	Moore_R10_4QaMp.fsm
3	10	2	2	1	1	6	2.800000	2.500000	3.360000	2	1.088889	1.000000	0.080988	1	4	3.000000	3.000000	0.444444	-1	-1	-1	-1	Moore_R10_5BgZl.fsm
3	10	2	2	1	1	5	3.200000	4.500000	2.760000	2	1.111111	2.000000	0.098765	2	5	3.500000	3.000000	1.000000	-1	-1	-1	-1	Moore_R10_63L1e.fsm
3	10	2	2	1	1	7	3.600000	4.500000	4.440000	2	1.066667	1.000000	0.062222	1	4	2.888889	3.000000	0.320988	-1	-1	-1	-1	Moore_R10_6d8MY.fsm
3	10	2	2	1	1	4	2.000000	3.500000	1.200000	3	1.266667	2.000000	0.284444	1	6	4.000000	4.000000	1.333333	-1	-1	-1	-1	Moore_R10_7P3sA.fsm
3	10	2	2	1	1	3	1.900000	2.000000	0.890000	4	1.511111	1.000000	0.738765	3	7	4.428571	5.000000	2.244898	-1	-1	-1	-1	Moore_R10_81gr7.fsm
3	10	2	2	1	1	4	2.600000	3.500000	1.640000	6	1.644444	4.000000	1.295802	1	8	4.444444	4.000000	4.246914	-1	-1	-1	-1	Moore_R10_Ab99v.fsm
3	10	2	2	1	1	7	3.700000	4.500000	4.810000	2	1.066667	1.000000	0.062222	0	4	2.900000	3.000000	0.290000	-1	-1	-1	-1	Moore_R10_AoyuG.fsm
3	10	2	2	1	1	5	2.600000	4.500000	2.640000	3	1.311111	1.000000	0.303210	2	6	3.500000	3.500000	1.250000	-1	-1	-1	-1	Moore_R10_AQd26.fsm
3	10	2	2	1	1	5	2.400000	4.500000	2.240000	3	1.244444	1.000000	0.229136	1	5	3.777778	4.000000	0.839506	-1	-1	-1	-1	Moore_R10_BadNQ.fsm
3	10	2	2	1	1	4	2.200000	2.000000	1.360000	3	1.333333	3.000000	0.400000	2	5	3.375000	3.500000	1.234375	-1	-1	-1	-1	Moore_R10_bhg8u.fsm
3	10	2	2	1	1	4	2.100000	1.500000	1.290000	2	1.066667	1.000000	0.062222	0	4	3.100000	3.500000	0.290000	5	3.700000	4.500000	0.810000	Moore_R10_BHh0Q.fsm
3	10	2	2	1	1	5	2.800000	4.500000	2.160000	4	2.066667	2.000000	0.995556	3	8	5.000000	8.000000	5.714286	-1	-1	-1	-1	Moore_R10_BmIrl.fsm
3	10	2	2	1	1	5	2.300000	2.500000	2.010000	2	1.066667	1.000000	0.062222	1	3	3.000000	3.000000	0.000000	-1	-1	-1	-1	Moore_R10_Bzz1h.fsm
3	10	2	2	1	1	8	3.900000	4.500000	6.090000	3	1.311111	2.000000	0.303210	2	4	3.375000	4.000000	0.484375	-1	-1	-1	-1	Moore_R10_CNILz.fsm
3	10	2	2	1	1	5	2.700000	2.500000	2.810000	3	1.155556	1.000000	0.175802	0	5	3.400000	4.500000	0.640000	5	3.900000	4.000000	0.690000	Moore_R10_d7dJy.fsm
3	10	2	2	1	1	4	2.000000	2.500000	1.200000	2	1.044444	1.000000	0.042469	1	4	3.444444	4.000000	0.246914	-1	-1	-1	-1	Moore_R10_dV2DJ.fsm
3	10	2	2	1	1	4	2.600000	3.500000	1.640000	4	1.222222	1.000000	0.350617	2	5	3.125000	4.500000	0.859375	-1	-1	-1	-1	Moore_R10_Ebgk6.fsm
3	10	2	2	1	1	4	2.600000	4.000000	1.640000	2	1.066667	1.000000	0.062222	4	3	2.833333	3.000000	0.138889	-1	-1	-1	-1	Moore_R10_eCFmg.fsm
3	10	2	2	1	1	4	2.100000	3.500000	1.290000	2	1.044444	1.000000	0.042469	0	4	3.200000	3.000000	0.160000	4	3.400000	3.000000	0.240000	Moore_R10_EKJQz.fsm
3	10	2	2	1	1	4	2.100000	3.000000	1.290000	3	1.155556	1.000000	0.220247	2	4	3.000000	3.500000	0.500000	-1	-1	-1	-1	Moore_R10_eXJFZ.fsm
3	10	2	2	1	1	4	2.600000	4.000000	1.640000	3	1.111111	1.000000	0.143210	0	4	3.100000	3.000000	0.490000	-1	-1	-1	-1	Moore_R10_f2EzU.fsm
3	10	2	2	1	1	4	2.100000	2.500000	1.290000	2	1.111111	1.000000	0.098765	2	4	3.375000	4.000000	0.484375	-1	-1	-1	-1	Moore_R10_FDmFR.fsm
3	10	2	2	1	1	7	3.300000	4.500000	4.410000	2	1.088889	1.000000	0.080988	0	4	3.100000	3.500000	0.290000	6	3.900000	6.000000	1.290000	Moore_R10_fhFCM.fsm
3	10	2	2	1	1	4	2.400000	4.000000	1.840000	2	1.088889	1.000000	0.080988	3	4	3.000000	3.000000	0.285714	-1	-1	-1	-1	Moore_R10_fobkP.fsm
3	10	2	2	1	1	6	2.600000	1.500000	3.240000	2	1.088889	1.000000	0.080988	0	3	2.800000	2.500000	0.160000	-1	-1	-1	-1	Moore_R10_Fu2Uw.fsm
3	10	2	2	1	1	6	3.500000	4.500000	3.450000	2	1.133333	1.000000	0.115556	2	4	3.250000	3.000000	0.187500	-1	-1	-1	-1	Moore_R10_FZNpb.fsm
3	10	2	2	1	1	4	2.200000	3.500000	1.360000	3	1.133333	1.000000	0.160000	0	4	3.200000	4.000000	0.360000	4	3.600000	4.000000	0.240000	Moore_R10_gBGmO.fsm
3	10	2	2	1	1	4	2.300000	2.500000	1.610000	2	1.111111	1.000000	0.098765	0	4	3.000000	3.500000	0.400000	5	3.700000	4.000000	0.810000	Moore_R10_gnQuV.fsm
3	10	2	2	1	1	5	2.700000	3.500000	2.010000	2	1.111111	1.000000	0.098765	1	5	3.333333	3.000000	0.888889	-1	-1	-1	-1	Moore_R10_Hv0dD.fsm
3	10	2	2	1	1	5	2.300000	4.500000	2.010000	2	1.133333	1.000000	0.115556	2	4	2.875000	3.000000	0.359375	-1	-1	-1	-1	Moore_R10_HwTCk.fsm
3	10	2	2	1	1	5	2.700000	2.500000	2.010000	3	1.111111	1.000000	0.143210	1	4	3.111111	4.000000	0.320988	-1	-1	-1	-1	Moore_R10_ieJuL.fsm
3	10	2	2	1	1	4	2.200000	3.000000	1.560000	3	1.200000	1.000000	0.204444	1	4	3.555556	4.000000	0.246914	-1	-1	-1	-1	Moore_R10_igqKF.fsm
3	10	2	2	1	1	5	2.500000	2.500000	2.250000	2	1.044444	1.000000	0.042469	0	3	3.000000	3.000000	0.000000	4	3.400000	3.500000	0.240000	Moore_R10_iNjc3.fsm
3	10	2	2	1	1	4	2.400000	2.500000	1.840000	2	1.088889	1.000000	0.080988	0	4	3.200000	3.000000	0.360000	-1	-1	-1	-1	Moore_R10_IoTtJ.fsm
3	10	2	2	1	1	6	3.200000	4.500000	3.760000	3	1.511111	3.000000	0.472099	6	5	3.250000	4.000000	2.187500	-1	-1	-1	-1	Moore_R10_IPhVg.fsm
3	10	2	2	1	1	4	2.100000	2.500000	1.290000	2	1.088889	1.000000	0.080988	0	4	3.200000	3.000000	0.160000	4	3.400000	4.000000	0.240000	Moore_R10_itjDU.fsm
3	10	2	2	1	1	4	2.400000	4.000000	1.840000	2	1.088889	1.000000	0.080988	0	4	3.300000	4.000000	0.210000	4	3.400000	4.000000	0.240000	Moore_R10_jEAWo.fsm
3	10	2	2	1	1	4	2.300000	2.500000	1.610000	3	1.177778	1.000000	0.190617	3	4	2.857143	2.000000	0.408163	-1	-1	-1	-1	Moore_R10_JJQt2.fsm
3	10	2	2	1	1	5	2.400000	4.500000	2.240000	3	1.266667	2.000000	0.284444	2	5	3.625000	3.500000	0.734375	-1	-1	-1	-1	Moore_R10_k5097.fsm
3	10	2	2	1	1	5	2.300000	4.500000	2.010000	3	1.400000	2.000000	0.462222	1	6	4.444444	2.000000	2.691358	-1	-1	-1	-1	Moore_R10_k6Knq.fsm
3	10	2	2	1	1	5	2.600000	4.500000	2.640000	2	1.066667	1.000000	0.062222	0	3	2.900000	3.000000	0.090000	4	3.400000	4.000000	0.240000	Moore_R10_kZLjf.fsm
3	10	2	2	1	1	4	2.400000	4.000000	1.840000	3	1.133333	1.000000	0.160000	4	3	2.666667	3.000000	0.222222	-1	-1	-1	-1	Moore_R10_LfLv5.fsm
3	10	2	2	1	1	6	2.800000	4.500000	3.360000	2	1.088889	2.000000	0.080988	3	4	3.000000	4.000000	0.571429	-1	-1	-1	-1	Moore_R10_lO974.fsm
3	10	2	2	1	1	3	1.900000	2.500000	0.890000	3	1.111111	1.000000	0.143210	0	4	3.100000	4.000000	0.490000	-1	-1	-1	-1	Moore_R10_M1yYc.fsm
3	10	2	2	1	1	6	3.000000	3.000000	3.000000	2	1.111111	1.000000	0.098765	0	4	3.400000	3.000000	0.440000	-1	-1	-1	-1	Moore_R10_MbwyL.fsm
3	10	2	2	1	1	6	3.500000	4.500000	3.450000	2	1.111111	2.000000	0.098765	1	5	3.444444	3.000000	0.691358	-1	-1	-1	-1	Moore_R10_MeF1S.fsm
3	10	2	2	1	1	4	2.300000	2.500000	1.610000	2	1.111111	1.000000	0.098765	1	4	3.111111	2.000000	0.320988	-1	-1	-1	-1	Moore_R10_mFzLy.fsm
3	10	2	2	1	1	5	2.300000	1.500000	2.010000	3	1.133333	1.000000	0.160000	1	4	3.555556	2.000000	0.469136	-1	-1	-1	-1	Moore_R10_mNsDb.fsm
3	10	2	2	1	1	5	2.700000	3.500000	2.010000	3	1.177778	2.000000	0.190617	1	4	3.111111	3.000000	0.543210	-1	-1	-1	-1	Moore_R10_mQ7j6.fsm
3	10	2	2	1	1	3	1.900000	2.500000	0.890000	2	1.111111	1.000000	0.098765	1	4	2.888889	3.000000	0.320988	-1	-1	-1	-1	Moore_R10_nksMU.fsm
3	10	2	2	1	1	5	2.400000	4.000000	2.240000	4	1.222222	1.000000	0.350617	0	5	3.500000	4.000000	1.050000	5	3.800000	4.000000	0.760000	Moore_R10_nPSRZ.fsm
3	10	2	2	1	1	4	2.300000	2.500000	1.610000	3	1.200000	1.000000	0.293333	0	4	3.600000	3.000000	0.240000	-1	-1	-1	-1	Moore_R10_OVVul.fsm
3	10	2	2	1	1	5	2.400000	4.500000	2.040000	2	1.111111	2.000000	0.098765	1	4	3.222222	4.000000	0.395062	-1	-1	-1	-1	Moore_R10_p1WQb.fsm
3	10	2	2	1	1	3	2.000000	1.500000	1.000000	5	1.666667	3.000000	1.155556	3	9	3.857143	3.000000	6.122449	-1	-1	-1	-1	Moore_R10_p8kBC.fsm
3	10	2	2	1	1	4	2.100000	2.500000	1.290000	3	1.111111	1.000000	0.143210	1	5	3.777778	5.000000	0.395062	-1	-1	-1	-1	Moore_R10_phsnO.fsm
3	10	2	2	1	1	7	3.900000	4.500000	4.890000	2	1.066667	1.000000	0.062222	2	4	2.875000	2.500000	0.359375	-1	-1	-1	-1	Moore_R10_PNHlr.fsm
3	10	2	2	1	1	5	2.500000	2.500000	2.250000	2	1.088889	1.000000	0.080988	1	4	3.222222	3.000000	0.395062	-1	-1	-1	-1	Moore_R10_q0oPD.fsm
3	10	2	2	1	1	5	2.400000	1.500000	2.040000	2	1.088889	1.000000	0.080988	0	4	3.100000	3.500000	0.490000	-1	-1	-1	-1	Moore_R10_r7FhY.fsm
3	10	2	2	1	1	4	2.300000	2.500000	1.610000	5	2.022222	4.000000	1.443951	1	11	5.111111	5.000000	6.098765	-1	-1	-1	-1	Moore_R10_RE9gR.fsm
3	10	2	2	1	1	5	2.400000	4.500000	2.040000	2	1.066667	1.000000	0.062222	0	4	3.000000	3.500000	0.400000	-1	-1	-1	-1	Moore_R10_rrNMk.fsm
3	10	2	2	1	1	4	2.100000	2.000000	1.290000	2	1.044444	1.000000	0.042469	0	4	3.200000	3.000000	0.160000	5	3.800000	3.500000	0.560000	Moore_R10_RT2JX.fsm
3	10	2	2	1	1	5	2.400000	4.500000	2.040000	3	1.266667	1.000000	0.284444	2	4	3.625000	4.000000	0.484375	-1	-1	-1	-1	Moore_R10_rvOzs.fsm
3	10	2	2	1	1	5	2.400000	4.500000	2.040000	4	1.266667	2.000000	0.373333	1	7	3.888889	3.000000	1.876543	-1	-1	-1	-1	Moore_R10_s5n0i.fsm
3	10	2	2	1	1	5	2.700000	2.500000	2.010000	2	1.044444	1.000000	0.042469	1	4	3.111111	3.000000	0.098765	-1	-1	-1	-1	Moore_R10_sadjx.fsm
3	10	2	2	1	1	4	2.100000	1.500000	1.290000	2	1.088889	1.000000	0.080988	0	4	3.200000	3.500000	0.160000	5	3.700000	4.000000	0.610000	Moore_R10_sdaq3.fsm
3	10	2	2	1	1	5	2.500000	2.500000	2.250000	2	1.155556	1.000000	0.131358	0	4	2.800000	2.500000	0.360000	7	4.300000	2.500000	3.010000	Moore_R10_sWcGr.fsm
3	10	2	2	1	1	3	1.900000	2.500000	0.890000	3	1.155556	3.000000	0.175802	1	5	3.666667	3.000000	0.666667	-1	-1	-1	-1	Moore_R10_tBq3v.fsm
3	10	2	2	1	1	4	2.100000	3.500000	1.290000	2	1.088889	1.000000	0.080988	1	4	3.000000	4.000000	0.444444	-1	-1	-1	-1	Moore_R10_tsvbs.fsm
3	10	2	2	1	1	6	3.200000	4.500000	3.360000	4	1.222222	1.000000	0.395062	0	6	3.600000	3.500000	1.240000	9	4.700000	4.500000	5.410000	Moore_R10_tSZJM.fsm
3	10	2	2	1	1	5	2.300000	4.500000	2.010000	2	1.111111	1.000000	0.098765	1	4	3.000000	4.000000	0.222222	-1	-1	-1	-1	Moore_R10_UCwCi.fsm
3	10	2	2	1	1	5	2.700000	2.500000	2.810000	2	1.088889	1.000000	0.080988	1	4	3.333333	3.000000	0.222222	-1	-1	-1	-1	Moore_R10_UO0Ka.fsm
3	10	2	2	1	1	5	2.700000	3.000000	2.010000	3	1.244444	2.000000	0.318025	2	4	3.125000	2.500000	0.359375	-1	-1	-1	-1	Moore_R10_uthLf.fsm
3	10	2	2	1	1	5	2.300000	2.500000	2.010000	2	1.066667	1.000000	0.062222	0	4	3.100000	3.500000	0.290000	4	3.400000	3.500000	0.240000	Moore_R10_UxBLR.fsm
3	10	2	2	1	1	5	2.500000	4.500000	2.250000	2	1.111111	1.000000	0.098765	1	3	2.777778	3.000000	0.172840	-1	-1	-1	-1	Moore_R10_vEUB5.fsm
3	10	2	2	1	1	5	3.100000	4.000000	2.490000	2	1.088889	1.000000	0.080988	0	5	3.100000	3.000000	0.690000	5	3.600000	3.000000	0.840000	Moore_R10_VU91Z.fsm
3	10	2	2	1	1	3	2.000000	2.500000	1.000000	2	1.155556	1.000000	0.131358	0	4	3.000000	3.500000	0.400000	-1	-1	-1	-1	Moore_R10_w3PGj.fsm
3	10	2	2	1	1	4	2.600000	4.000000	1.640000	2	1.111111	1.000000	0.098765	1	4	3.111111	3.000000	0.098765	-1	-1	-1	-1	Moore_R10_wCZVF.fsm
3	10	2	2	1	1	4	2.200000	2.500000	1.560000	2	1.088889	1.000000	0.080988	0	5	3.100000	3.000000	0.690000	5	3.600000	3.000000	0.640000	Moore_R10_WeR2B.fsm
3	10	2	2	1	1	3	1.900000	1.500000	0.890000	2	1.044444	1.000000	0.042469	2	3	3.000000	3.000000	0.000000	-1	-1	-1	-1	Moore_R10_wIzRG.fsm
3	10	2	2	1	1	5	3.100000	3.500000	2.490000	4	1.511111	2.000000	0.605432	2	7	3.625000	3.500000	2.484375	-1	-1	-1	-1	Moore_R10_X5kca.fsm
3	10	2	2	1	1	4	2.100000	3.000000	1.290000	3	1.244444	1.000000	0.229136	0	4	3.500000	4.000000	0.450000	5	3.700000	3.500000	0.810000	Moore_R10_X73Y5.fsm
3	10	2	2	1	1	6	2.700000	4.500000	3.210000	2	1.044444	1.000000	0.042469	0	4	3.100000	3.000000	0.090000	-1	-1	-1	-1	Moore_R10_xh24p.fsm
3	10	2	2	1	1	3	2.000000	2.500000	1.000000	2	1.088889	1.000000	0.080988	0	4	3.100000	4.000000	0.490000	4	3.500000	4.000000	0.450000	Moore_R10_xqGwq.fsm
3	10	2	2	1	1	5	2.900000	4.500000	2.490000	2	1.111111	1.000000	0.098765	0	5	3.500000	4.500000	0.850000	-1	-1	-1	-1	Moore_R10_Y0vF0.fsm
3	10	2	2	1	1	4	2.100000	2.500000	1.290000	2	1.111111	1.000000	0.098765	1	4	3.111111	3.000000	0.543210	-1	-1	-1	-1	Moore_R10_y6JS2.fsm
3	10	2	2	1	1	4	2.000000	2.000000	1.200000	2	1.088889	1.000000	0.080988	2	4	3.000000	2.500000	0.250000	-1	-1	-1	-1	Moore_R10_Y9qf9.fsm
3	10	2	2	1	1	4	2.000000	1.500000	1.200000	2	1.088889	1.000000	0.080988	1	4	2.888889	4.000000	0.320988	-1	-1	-1	-1	Moore_R10_Yi9xl.fsm
3	10	2	2	1	1	6	2.900000	4.500000	3.690000	2	1.155556	1.000000	0.131358	0	4	3.100000	3.000000	0.490000	5	3.800000	4.000000	0.560000	Moore_R10_yiyuh.fsm
3	10	2	2	1	1	6	3.200000	4.500000	4.160000	2	1.111111	1.000000	0.098765	0	4	3.000000	3.000000	0.600000	5	3.700000	4.500000	0.810000	Moore_R10_yTB93.fsm
3	10	2	2	1	1	5	2.400000	4.000000	2.240000	4	1.311111	1.000000	0.569877	4	5	4.166667	3.500000	0.472222	-1	-1	-1	-1	Moore_R10_yza1C.fsm
3	10	2	2	1	1	8	3.700000	4.500000	6.810000	2	1.088889	1.000000	0.080988	0	4	3.000000	2.500000	0.400000	7	4.300000	7.000000	2.410000	Moore_R10_zQ7Yh.fsm
3	20	2	2	1	1	7	3.650000	6.500000	3.827500	3	1.136842	1.000000	0.160222	2	5	4.000000	4.500000	0.555556	-1	-1	-1	-1	Moore_R20.fsm
3	20	2	2	1	1	6	3.600000	4.500000	2.940000	2	1.105263	1.000000	0.094183	1	5	3.736842	4.000000	0.299169	-1	-1	-1	-1	Moore_R20_0TgXH.fsm
3	20	2	2	1	1	5	3.100000	3.500000	2.090000	2	1.110526	1.000000	0.098310	1	5	3.842105	3.000000	0.343490	-1	-1	-1	-1	Moore_R20_1y1QA.fsm
3	20	2	2	1	1	6	3.150000	3.000000	2.627500	3	1.121053	2.000000	0.116925	3	4	3.705882	3.000000	0.207612	-1	-1	-1	-1	Moore_R20_29gEZ.fsm
3	20	2	2	1	1	6	3.350000	1.500000	2.827500	4	1.157895	1.000000	0.217175	1	6	3.894737	3.000000	0.620499	-1	-1	-1	-1	Moore_R20_2KuKA.fsm
3	20	2	2	1	1	6	2.950000	1.500000	1.947500	3	1.142105	1.000000	0.153490	3	6	4.000000	3.000000	0.823529	-1	-1	-1	-1	Moore_R20_2yUJw.fsm
3	20	2	2	1	1	7	3.850000	2.500000	3.127500	2	1.100000	1.000000	0.090000	1	5	3.947368	4.000000	0.365651	-1	-1	-1	-1	Moore_R20_3liru.fsm
3	20	2	2	1	1	6	3.850000	4.000000	2.627500	4	1.168421	1.000000	0.213740	2	6	3.888889	4.000000	0.654321	-1	-1	-1	-1	Moore_R20_3oHpb.fsm
3	20	2	2	1	1	8	3.950000	7.500000	3.647500	3	1.121053	1.000000	0.116925	3	5	3.882353	4.000000	0.456747	-1	-1	-1	-1	Moore_R20_4ajqL.fsm
3	20	2	2	1	1	6	3.450000	5.500000	2.947500	3	1.157895	1.000000	0.154017	6	4	3.714286	4.000000	0.204082	-1	-1	-1	-1	Moore_R20_4mU2K.fsm
3	20	2	2	1	1	7	3.150000	4.500000	2.827500	2	1.110526	1.000000	0.098310	1	5	3.947368	5.000000	0.260388	-1	-1	-1	-1	Moore_R20_57W8f.fsm
3	20	2	2	1	1	5	2.800000	1.500000	1.460000	3	1.121053	1.000000	0.137978	1	5	3.736842	3.000000	0.509695	-1	-1	-1	-1	Moore_R20_7IZ1v.fsm
3	20	2	2	1	1	6	3.000000	5.500000	2.100000	3	1.131579	1.000000	0.145845	1	5	3.789474	4.000000	0.481994	-1	-1	-1	-1	Moore_R20_7N6J1.fsm
3	20	2	2	1	1	10	5.700000	9.000000	7.010000	3	1.110526	1.000000	0.129889	4	5	3.812500	3.500000	0.277344	-1	-1	-1	-1	Moore_R20_843Ub.fsm
3	20	2	2	1	1	7	3.500000	1.500000	3.550000	3	1.136842	1.000000	0.149695	1	5	3.789474	4.000000	0.481994	-1	-1	-1	-1	Moore_R20_8Agmt.fsm
3	20	2	2	1	1	6	3.100000	2.500000	2.290000	3	1.194737	2.000000	0.230499	0	6	4.200000	5.000000	0.660000	-1	-1	-1	-1	Moore_R20_8kaXw.fsm
