Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	2	10	2	2	2	132	1160	0.001001	TS	W-method	3	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	176	1532	0.001001	TS	W-methodST	4	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	89	732	0.001000	TS	Wp-method	5	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	100	834	0.001001	TS	Wp-methodST	6	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	100	817	0.001000	TS	HSI-method	7	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	67	739	0.001001	TS	HSI-methodST	8	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	76	672	0.000000	TS	H-method	9	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	65	663	0.001001	TS	SPY-method	10	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	67	739	0.000000	TS	SPY-methodST	11	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	58	554	0.001000	TS	SPYH-method	12	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	25	561	0.006004	TS	S-method	13	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	3	96	0.001001	TS	Mra-method	14	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	21	167	0.001001	TS	PDS-method	0	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	11	80	0.000000	TS	ADS-method	1	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	35	210	0.001000	TS	SVS-method	2	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	33	189	0.000000	TS	W-method	3	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	44	252	0.000000	TS	W-methodST	4	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	23	124	0.001001	TS	Wp-method	5	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	25	134	0.000000	TS	Wp-methodST	6	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	25	136	0.000000	TS	HSI-method	7	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	11	80	0.000000	TS	HSI-methodST	8	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	23	138	0.001001	TS	H-method	9	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	17	118	0.000000	TS	SPY-method	10	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	11	80	0.000000	TS	SPY-methodST	11	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	14	89	0.000000	TS	SPYH-method	12	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	10	88	0.001001	TS	S-method	13	Mealy_R10_qK62k.fsm
0	2	10	2	2	0	2	70	0.000000	TS	Mra-method	14	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	43	381	0.001000	TS	PDS-method	0	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	22	183	0.000000	TS	ADS-method	1	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	71	494	0.001001	TS	SVS-method	2	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	66	444	0.000000	TS	W-method	3	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	88	592	0.001001	TS	W-methodST	4	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	46	294	0.000000	TS	Wp-method	5	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	52	336	0.000000	TS	Wp-methodST	6	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	51	332	0.001001	TS	HSI-method	7	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	22	183	0.000000	TS	HSI-methodST	8	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	42	300	0.000000	TS	H-method	9	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	25	233	0.001001	TS	SPY-method	10	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	22	183	0.000000	TS	SPY-methodST	11	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	24	199	0.000000	TS	SPYH-method	12	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	15	185	0.002001	TS	S-method	13	Mealy_R10_qK62k.fsm
0	2	10	2	2	1	2	70	0.001000	TS	Mra-method	14	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	85	842	0.000000	TS	PDS-method	0	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	44	420	0.001001	TS	ADS-method	1	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	142	1141	0.001001	TS	SVS-method	2	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	132	1020	0.001001	TS	W-method	3	Mealy_R10_qK62k.fsm
0	2	10	2	2	2	176	1360	0.001001	TS	W-methodST	4	Mealy_R10_qK62k.fsm
